Company,Content,Date,LinkSrc,Title,imgSrc
YTN,북한이 미국의 강경 분위기에 전격 기자회견을 열고 미사일과 핵실험 카드까지 꺼내 들었지만 내부적으로는 기자회견 개최도 함구하고 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=052&aid=0001266500,北 매체 최선희 회견 함구...아직 협상에 무게,https://imgnews.pstatic.net/image/origin/052/2019/03/16/1266500.jpg?type=ofullfill106_72
매일경제,자유한국당 이양수 의원은 16일 문성혁 해양수산부 장관 후보자의 장남이 국제선박 검사기관인 한국선급에 특혜채용됐다는 논란과 관련 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0004321106,이양수 “문성혁 해수장관 후보자 장남 유효기간 지난 어학성적표로 합격” ,https://imgnews.pstatic.net/image/origin/009/2019/03/16/4321106.jpg?type=ofullfill106_72
머니투데이,[머니투데이 김성휘 기자] [[the300]] 문재인 대통령이 16일 브루나이 말레이시아 캄보디아 등 아세안(ASEAN·동남아시 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=008&aid=0004189545,文대통령 서울 도착..아세안 3개국 순방 끝내고 귀국,https://imgnews.pstatic.net/image/origin/008/2019/03/16/4189545.jpg?type=ofullfill106_72
파이낸셜뉴스,문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남 서울공항에 도착해 트랩을 내려오고  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=014&aid=0004194342,文대통령 아세안3국 순방 마치고 '귀국',https://imgnews.pstatic.net/image/origin/014/2019/03/16/4194342.jpg?type=ofullfill106_72
세계일보,무소속 손혜원 의원이 자유한국당 나경원 원내대표를 향해 “내 아버지를 입에 올리는 일을 삼가해달라”며 “나 의원께 경고한다”고  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003347262,손혜원 나경원에 내 아버지 입에 올리는 일 삼가라,https://imgnews.pstatic.net/image/origin/022/2019/03/16/3347262.jpg?type=ofullfill106_72
연합뉴스,김태우 전 수사관 특감반장이 '드루킹 USB' 내용 파악 지시 주장 (서울=연합뉴스) 김주환 기자 = 청와대 특별감찰반의 민 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698935,검찰 이인걸 전 특감반장 추가 소환…직권남용 의혹 중점조사,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698935.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117356,이해찬 대표와 인사하는 문재인 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117356.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령이 16일 경기도 성남 서울공항에 도착해 더불어민주당  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117355,이해찬 대표와 인사하는 문 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117355.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117354,노영민 비서실장과 악수하는 문 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117354.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117353,김부겸 장관과 대화하는 문 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117353.jpg?type=ofullfill106_72
조선일보,아세안 3개국 국빈 방문 일정을 끝낸 문재인 대통령이 16일 오후 9시 서울공항을 통해 귀국했다. 지난 10일 출국한 문 대통령 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003433303,文대통령 아세안 3국 순방 마치고 귀국,https://imgnews.pstatic.net/image/origin/023/2019/03/16/3433303.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698930,이해찬 대표와 인사하는 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698930.jpg?type=ofullfill106_72
파이낸셜뉴스,(서울=연합뉴스) 정하종 기자 = 김연철 통일부 장관 후보자가 11일 오전 서울 종로구 남북회담본부 인사청문회 준비 사무실로 처 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=014&aid=0004194340,김연철 후보자 '금강산 피격' 통과의례 논란...한국당 자격 미달,https://imgnews.pstatic.net/image/origin/014/2019/03/16/4194340.jpg?type=ofullfill106_72
이데일리,문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남 서울공항에 도착해 트랩을 내려오고  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0004331997,文대통령 순방 마치고 귀국…북미갈등·지지율·청문회 ‘첩첩산중’,https://imgnews.pstatic.net/image/origin/018/2019/03/16/4331997.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698929,아세안 3개국 순방 마치고 귀국한 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698929.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698928,문 대통령 아세안 3개국 국빈 방문 마치고 귀국,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698928.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698927,노영민 비서실장과 인사하는 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698927.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698926,이해찬 대표와 인사하는 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698926.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698925,문 대통령 아세안 3개국 국빈 방문 마치고 귀국,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698925.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698924,문 대통령 아세안 3개국 국빈 방문 마치고 귀국,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698924.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698923,문 대통령 아세안 3개국 국빈 방문 마치고 귀국,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698923.jpg?type=ofullfill106_72
KBS,문재인 대통령이 아세안 3국 순방 일정을 마치고 오늘 저녁 서울공항을 통해 귀국했습니다. 문 대통령은 6박 7일동안 브루나이와  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010681242,[간추린 단신] 文 대통령 아세안 3국 순방 마치고 귀국 외,https://imgnews.pstatic.net/image/origin/056/2019/03/16/10681242.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117350,이해찬 대표와 인사하는 문 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117350.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117349,순방 마치고 귀국한 문재인 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117349.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령이 16일 경기도 성남 서울공항에 도착해 정의용 국가안 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117348,정의용 안보실장과 대화하는 문 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117348.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117347,아세안 3개국 순방 마치고 귀국한 문재인 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117347.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117346,순방 일정 마치고 귀국한 문재인 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117346.jpg?type=ofullfill106_72
뉴시스,【프놈펜(캄보디아)=뉴시스】전신 기자 = 캄보디아를 국빈 방문 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 프놈펜 국 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117345,환송인사들과 악수하는 문 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117345.jpg?type=ofullfill106_72
뉴시스,【프놈펜(캄보디아)=뉴시스】전신 기자 = 캄보디아를 국빈 방문 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 프놈펜 국 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117344,아세안 3개국 순방 마친 문재인 대통령 내외,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117344.jpg?type=ofullfill106_72
뉴시스,【프놈펜(캄보디아)=뉴시스】전신 기자 = 캄보디아를 국빈 방문 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 프놈펜 국 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117343,손 흔들어 인사하는 문 대통령 내외,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117343.jpg?type=ofullfill106_72
뉴시스,【프놈펜(캄보디아)=뉴시스】전신 기자 = 캄보디아를 국빈 방문 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 프놈펜 국 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117342,환송인사들과 악수하는 문 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117342.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117341,아세안 3개국 순방 마치고 귀국한 문 대통령 내외,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117341.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117340,아세안3개국 순방 마치고 귀국한 문 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117340.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117339,트랩 내려오는 문재인 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117339.jpg?type=ofullfill106_72
뉴시스,【프놈펜(캄보디아)=뉴시스】전신 기자 = 캄보디아를 국빈 방문 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 프놈펜 국 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117338,손 흔들어 인사하는 문 대통령 내외,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117338.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117337,차량 탑승하는 문재인 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117337.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117336,순방 마치고 귀국한 문재인 대통령,https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117336.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117335,문재인 대통령 내외 '아세안 3개국 순방 마치고 귀국',https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117335.jpg?type=ofullfill106_72
연합뉴스,한국선급 특혜채용 추가 의혹 제기,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698919,이양수 문성혁 장남 유효기간 지난 어학성적표로 합격(종합),https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698919.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117334,문재인 대통령 내외 '아세안 3개국 순방 마치고 귀국',https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117334.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117333,문재인 대통령 내외 '아세안 3개국 순방 마치고 귀국',https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117333.jpg?type=ofullfill106_72
뉴시스,【성남=뉴시스】전신 기자 = 아세안 3개국 순방 일정을 마친 문재인 대통령과 부인 김정숙 여사가 16일 경기도 성남 서울공항에  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009117332,문재인 대통령 내외 '아세안 3개국 순방 마치고 귀국',https://imgnews.pstatic.net/image/origin/003/2019/03/16/9117332.jpg?type=ofullfill106_72
KBS,[앵커] 다음 달 3일 보궐 선거가 치러지죠. 후보등록이 어제(15일) 마감됐습니다. 단 두 곳에서 치러지는 미니 선거지만 남다 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010681238,남다른 ‘1석’ 창원성산…각 당 대표가 몰려온다,https://imgnews.pstatic.net/image/origin/056/2019/03/16/10681238.jpg?type=ofullfill106_72
JTBC,[앵커] 비하인드 뉴스 시간입니다. 이성대 기자가 나와 있습니다. 첫번째 키워드 볼까요? [기자] 첫 번째 키워드 < '같기도' ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000205205,[비하인드뉴스] 좋다는 건지 나쁘다는 건지…나경원 플래카드,https://imgnews.pstatic.net/image/origin/437/2019/03/16/205205.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령이 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남 서울공항에 도착해 마 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698917,아세안 3개국 순방 마치고 차량에 탑승하는 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698917.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령이 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남 서울공항에 도착해 마 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698915,아세안 3개국 순방 마치고 차량에 탑승하는 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698915.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698914,노영민 비서실장과 인사하는 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698914.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698913,마중 나온 인사들과 악수하는 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698913.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698912,이해찬 대표와 인사하는 문 대통령,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698912.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698911,문 대통령 아세안 3개국 국빈 방문 마치고 귀국,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698911.jpg?type=ofullfill106_72
MBC,동남아시아 3개국 순방에 나섰던 문재인 대통령이 6박 7일 간의 일정을 마치고 오늘 귀국했습니다. 문 대통령은 오늘 저녁 9시쯤 ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=214&aid=0000932639,문 대통령 동남아 3개국 순방 마치고 귀국,https://imgnews.pstatic.net/image/origin/214/2019/03/16/932639.jpg?type=ofullfill106_72
연합뉴스,(성남=연합뉴스) 황광모 기자 = 문재인 대통령과 부인 김정숙 여사가 16일 밤 아세안 3개국 국빈 방문을 마치고 경기도 성남  ,5시간전	,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0010698910,문 대통령 아세안 3개국 국빈 방문 마치고 귀국,https://imgnews.pstatic.net/image/origin/001/2019/03/16/10698910.jpg?type=ofullfill106_72
